NOMEDEP;DE;MUN;CODVINC;NOMESC_CODVINC;CODESC;NOMESC;TIPO_ESCOLA;TEMPO_ESCOLA;HORARIO;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;DDD;FONE1;FONE2;EMAIL;ALE;DTCADASTRO
"ESTADUAL - SE";"SAO JOSE DOS CAMPOS";"SAO JOSE DOS CAMPOS";;;922857;"NILCE CONCEICAO DE LIMA PROFESSORA";"EE";"PARCIAL";;"NATALIO ANGELO STABELI";"84";"AVENIDA";"JARDIM SAO LEOPOLDO";"12228";"190";"12";"39441582";"";"E922857A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 4";"SAO PAULO";;;922894;"SAPOPEMBA";"EE";"PARCIAL";;"RUA SENADOR NILO COELHO";"690";"";"JARDIM SAPOPEMBA";"03929";"100";"11";"29192833";"29620813";"E922894A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 3";"SAO PAULO";;;922900;"JARDIM WILMA FLOR";"EE";"PARCIAL";;"RUA DA NASCENTE";"130";"";"GUAIANAZES";"08473";"290";"11";"25553928";"25554255";"E922900A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 3";"SAO PAULO";;;922912;"PAULO ROLIM ROSA PROF";"EE";"PEI";"9H";"RUA IGARAPÉ DA BELA AURORA";"435";"";"CONJUNTO HABITACIONAL INACIO MONTEIRO";"08472";"200";"11";"25553366";"25556402";"E922912A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO BERNARDO DO CAMPO";"SAO BERNARDO DO CAMPO";;;922924;"MARCO ANTONIO PRUDENTE DE TOLEDO PROFESSOR";"EE";"PEI";"9H";"PONEY CLUB";"2120";"ESTRADA";"ALVARENGA";"09853";"005";"11";"43581111";"43583706";"E922924A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"AMERICANA";"SANTA BARBARA D'OESTE";;;922959;"SONIA APARECIDA BATAGLIA CARDOSO PROFA";"EE";"PEI";"9H";"INDUSTRIA";"SN";"AVENIDA";"JARDIM PEROLA";"13454";"200";"19";"34580483";"34581295";"E922959A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"AMERICANA";"SANTA BARBARA D'OESTE";;;922961;"LUZIA BARUQUE KIRCHE PROFA";"EE";"PEI";"7H";"EDSON DOS SANTOS MANO DOUTOR";"50";"RUA";"CONJUNTO HABITACIONAL ROBERTO ROMANO";"13458";"221";"19";"34551677";"34635478";"E922961A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ARARAQUARA";"ARARAQUARA";;;922973;"SERGIO PEDRO SPERANZA PROF";"EE";"PARCIAL";;"RUA PROFESSOR STANLEY ROBSON CERQUEIRA";"130";"";"PARQUE SAO PAULO VILA XAVIER";"14811";"460";"16";"33374702";"";"E922973A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CAMPINAS OESTE";"CAMPINAS";;;922985;"ANTONIO DA COSTA SANTOS PREFEITO";"EE";"PARCIAL";;"RUA GUERINO DONEGA";"40";"";"JARDIM PLANALTO DE VIRACOPOS";"13056";"017";"19";"32259922";"32259944";"E922985A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MARILIA";"MARILIA";;;923000;"EDSON VIANEI ALVES PROF";"EE";"PEI";"9H";"RUA GONÇALVES LEDO";"1475";"- DE 742/743 AO FIM";"PALMITAL";"17511";"402";"14";"34252164";"34253534";"E923000A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SERTAOZINHO";"SERTAOZINHO";;;923023;"NICIA FABIOLA ZANUTO GIRALDI PROFESSORA";"EE";"PARCIAL";;"RUA SEBASTIÃO SAMPAIO";"2765";"- DE 2611/2612 A 2888/2889";"JARDIM CANAA";"14169";"269";"16";"39424087";"39428929";"E923023A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPETININGA";"TATUI";;;923035;"DEOCLES VIEIRA DE CAMARGO PROF";"EE";"PEI";"7H";"RUA SETE DE MAIO";"828";"- DE 716/717 AO FIM";"CENTRO";"18275";"050";"15";"32052735";"32511115";"E923035A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 3";"SAO PAULO";;;923047;"VILA BELA";"EE";"PEI";"7H";"TRAVESSA TERRA TOMBADA";"SN";"";"JARDIM DA CONQUISTA ZONA LESTE";"08344";"600";"11";"27317940";"27344173";"E923047A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 3";"SAO PAULO";;;923059;"LEDA GUIMARAES NATAL";"EE";"PARCIAL";;"RUA AMÉRICO COXA";"SN";"";"PARELHEIROS";"04890";"000";"11";"59208485";"59219948";"E923059A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MOGI DAS CRUZES";"MOGI DAS CRUZES";;;923060;"CID BOUCAULT PROFESSOR";"EE";"PARCIAL";;"RUA PROFESSORA LUCINDA BASTOS";"1250";"- DE 1200/1201 A 1598/1599";"JUNDIAPEBA";"08750";"580";"11";"47216101";"47229373";"E923060A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MOGI DAS CRUZES";"MOGI DAS CRUZES";;;923072;"ISABEL FERREIRA DA SILVA PROFESSORA BELINHA";"EE";"PARCIAL";;"RUA JOSÉ BENEDITO DOS SANTOS";"187";"";"VILA BRASILEIRA";"08738";"260";"11";"47229374";"47231124";"A923072A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"OSASCO";"OSASCO";;;923096;"PAULO FREIRE EDUCADOR";"EE";"PEI";"7H";"AVENIDA PASSAREDO";"400";"(ASSENTAMENTO SOCIAL ÁREA J)";"ALIANCA";"06236";"700";"11";"36022854";"36039799";"E923096A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CAIEIRAS";"FRANCISCO MORATO";;;923114;"JARDIM DAS ROSAS";"EE";"PARCIAL";;"ESTRADA TEODORO FEDERZONI";"134";"";"JARDIM DAS ROSAS";"07991";"010";"11";"44880575";"44884700";"E923114A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CAIEIRAS";"CAIEIRAS";;;923138;"ALFRIED THEODOR WEISZFLOG";"EE";"PEI";"7H";"RUA RAIMUNDO DOS REIS";"251";"(VL PINHEIROS)";"JARDIM PINHEIROS";"07718";"035";"11";"44421912";"46052178";"E923138A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"DIADEMA";"DIADEMA";;;923148;"MIGUEL REALE PROFESSOR";"EE";"PARCIAL";;"RUA AÇUCENA";"385";"(SÍTIO MATO DENTRO)";"INAMAR";"09973";"005";"11";"40593265";"40594924";"E923148A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"DIADEMA";"DIADEMA";;;923151;"JOSE FERNANDO ABBUD PROFESSOR";"EE";"PARCIAL";;"AVENIDA AFONSO MONTEIRO DA CRUZ";"261";"";"SERRARIA";"09980";"550";"11";"40542310";"";"E923151A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"DIADEMA";"DIADEMA";;;923163;"ANECONDES ALVES FERREIRA";"EE";"PEI";"9H";"AVENIDA ELDORADO";"252";"(JD RUYCE)";"CASA GRANDE";"09961";"470";"11";"40513705";"40542333";"E923163A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"GUARULHOS NORTE";"GUARULHOS";;;923175;"JOAO LUIZ DE GODOY MOREIRA PROFESSOR";"EE";"PARCIAL";;"RUA ANA ALVES DOS SANTOS";"40";"";"JARDIM ALMEIDA PRADO";"07133";"390";"11";"24021622";"24044646";"E923175A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"GUARULHOS NORTE";"GUARULHOS";;;923187;"MARIO BOMBASSEI FILHO PROFESSOR";"EE";"PEI";"9H";"RUA OVÍDIO CAMILO";"100";"";"JARDIM PONTE ALTA I";"07179";"190";"11";"24361614";"24364093";"E923187A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"GUARULHOS SUL";"GUARULHOS";;;923199;"LINDAMIL BARBOSA DE OLIVEIRA PROFESSORA";"EE";"PARCIAL";;"RUA CINCO-C";"SN";"";"JARDIM NOVA CIDADE";"07252";"530";"11";"24802760";"24805064";"E923199A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JACAREI";"ARUJA";;;923205;"EDIR PAULINO ALBUQUERQUE PROFA";"EE";"PARCIAL";;"RUA ARISTIDES RAMOS DOS SANTOS";"";"";"ARUJA CENTRO RESIDENCIAL";"07400";"810";"11";"46550071";"46550313";"E923205A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAQUAQUECETUBA";"POA";;;923217;"HELENA LOUREIRO ROSSI PROFESSORA";"EE";"PEI";"7H";"RUA AZULÃO";"84";"";"JARDIM NOVA POA";"08568";"330";"11";"46360597";"46362555";"E923217A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"MAUA";;;923229;"JARDIM ORATORIO";"EE";"PARCIAL";;"RUA RECIFE";"336";"";"JARDIM ORATORIO";"09381";"075";"11";"45430539";"45444140";"E923229A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"NORTE 1";"SAO PAULO";;;923254;"JAIR TOLEDO XAVIER PROFESSOR";"EE";"PARCIAL";;"RUA JOAQUIM DE ALMEIDA MORAIS";"SN";"";"BRASILANDIA";"02844";"000";"11";"39219982";"39228323";"E923254A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 3";"SAO PAULO";;;923266;"JARDIM IGUATEMI";"EE";"PEI";"7H";"RUA CONFEDERAÇÃO DOS TAMOIOS";"182";"";"JARDIM IGUATEMI";"08380";"220";"11";"20598054";"20598055";"E923266A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 3";"SAO PAULO";;;923278;"SILVANA EVANGELISTA PROFESSORA";"EE";"PARCIAL";;"AVENIDA RODOLFO PIRANI";"392";"";"JARDIM RODOLFO PIRANI";"08310";"000";"11";"27513530";"27518262";"E923278A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 2";"SAO PAULO";;;923285;"NANCY DE OLIVEIRA FIDALGO PROFA";"EE";"PARCIAL";;"RUA MIGUEL ARCANJO DUTRA";"SN";"";"JARDIM SANTA TEREZINHA ZONA LESTE";"08430";"190";"11";"20356503";"20359534";"E923285A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUZANO";"FERRAZ DE VASCONCELOS";;;923291;"CONJUNTO HABITACIONAL PARQUE DOURADO II";"EE";"PEI";"7H";"RUA AMÉRICO TRUFELI";"28";"(CJ HAB ESC JOSÉ C MURIEL)";"PARQUE DOURADO";"08527";"052";"11";"46751877";"46753266";"E923291A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPECERICA DA SERRA";"ITAPECERICA DA SERRA";;;923308;"NATERCIA CREMM DE MORAES PEDRO PROFESSORA";"EE";"PEI";"9H";"RUA MANDAGUARI";"150";"";"PARQUE JANDAIA";"06866";"220";"11";"46693215";"46693382";"E923308A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAQUAQUECETUBA";"ITAQUAQUECETUBA";;;923312;"VERA LUCIA LEITE DA COSTA PROFESSORA";"EE";"PARCIAL";;"RUA FOZ DE IGUAÇU";"SN";"";"JARDIM SAO PAULO";"08598";"500";"11";"46453249";"46455783";"E923312A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAQUAQUECETUBA";"ITAQUAQUECETUBA";;;923321;"CLOVIS DA SILVA ALVES PROFESSOR";"EE";"PEI";"7H";"RUA PADRE BENTO";"SN";"";"JARDIM CAROLINA";"08588";"320";"11";"46486510";"46487752";"E923321A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPEVI";"JANDIRA";;;923333;"JOSEPHA PINTO CHIAVELLI PROFESSORA";"EE";"PARCIAL";;"RUA JOÃO BARBOSA";"243";"";"CENTRO";"06600";"070";"11";"26588266";"26588267";"E923333A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"TABOAO DA SERRA";"EMBU DAS ARTES";;;923345;"JARDIM DA LUZ";"EE";"PARCIAL";;"RUA ERVAL SECO";"410";"";"JARDIM DA LUZ";"06824";"240";"11";"47833373";"47834376";"E923345A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"GUARULHOS NORTE";"GUARULHOS";;;923357;"LYDIA KITZ MOREIRA";"EE";"PARCIAL";;"RUA DOREZÓPOLIS";"294";"";"JARDIM SANTA CLARA";"07123";"120";"11";"24033105";"24045838";"E923357A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"RIO GRANDE DA SERRA";;;923369;"ANTONIO LUCAS";"EE";"PARCIAL";;"BENEDITO CORDEIRO";"255";"RUA";"JARDIM NOVO HORIZONTE";"09450";"000";"11";"48201870";"48201896";"E923369A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SANTO ANDRE";"SANTO ANDRE";;;923370;"16 DE JULHO";"EE";"PEI";"9H";"RUA GENERAL OLÍMPIO MOURÃO FILHO";"SN";"";"CENTREVILLE";"09120";"160";"11";"44580662";"49782677";"E923370A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"BIRIGUI";"BIRIGUI";;;923382;"ANTONIO SALES OLIVEIRA PROFESSOR";"EE";"PEI";"7H";"RUA JOSÉ VIEIRA";"438";"";"NUCLEO HABITACIONAL THEREZA MARIA BARBIERI";"16203";"227";"18";"36427079";"36427125";"E923382A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CAMPINAS OESTE";"CAMPINAS";;;923394;"PROFESSORA MARIA  HELENA ANTONIO CARDOSO";"EE";"PARCIAL";;"RUA ESTEVÃO SEGALLIO";"140";"";"CONJUNTO HABITACIONAL VIDA NOVA";"13057";"523";"19";"32669577";"32669764";" E923394A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"MAUA";;;923400;"MARIA EXPEDITA SILVA PROFESSORA";"EE";"PEI";"7H";"AVENIDA ALFREDO SEBASTIÃO DA SILVA";"73";"";"JARDIM CANADA";"09331";"170";"11";"45784639";"";"E923400A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"GUARULHOS NORTE";"GUARULHOS";;;923424;"CARMINA MENDES SERODIO";"EE";"PARCIAL";;"RUA ABÍLIO MENDES DE OLIVEIRA";"23";"";"CIDADE SERODIO";"07150";"230";"11";"24672000";"24673477";"E923424A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUZANO";"FERRAZ DE VASCONCELOS";;;923436;"ZELIA GATTAI AMADO";"EE";"PEI";"7H";"RUA CARLOS DE CAMPO";"422";"";"VILA CORREA";"08502";"320";"11";"46753388";"";"E923436A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUZANO";"SUZANO";;;923448;"LUIZA HIDAKA PROFESSORA";"EE";"PARCIAL";;"RUA JOSÉ CORREIA GONÇALVES";"120";"";"VILA SAO JORGE";"08675";"130";"11";"47429837";"";"E923448A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CARAPICUIBA";"CARAPICUIBA";;;923459;"ANDRE FRANCO MONTORO GOVERNADOR";"EE";"PEI";"7H";"RUA CHAPECÓ";"61";"";"VILA DA OPORTUNIDADE";"06331";"040";"11";"41670184";"41883485";"E923459A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 3";"SAO PAULO";;;923461;"HEITOR VILLA LOBOS MAESTRO";"EE";"PARCIAL";;"ARVOREIRO";"107";"AVENIDA";"PARQUE DAS ARVORES";"04824";"010";"11";"59283355";"59294786";"E923461A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 2";"SAO PAULO";;;923473;"CARAN APPARECIDO GONCALVES PROFESSOR";"EE";"PARCIAL";;"RUA GREGÓRIO ALLEGRI";"101";"";"VILA DAS BELEZAS";"05842";"070";"11";"55114994";"55116828";"E923473A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO VICENTE";"SAO VICENTE";;;923485;"MARIO COVAS JUNIOR GOVERNADOR";"EE";"PARCIAL";;"RUA DOUTOR ARCHIMEDES BAVA";"SN";"";"PARQUE DAS BANDEIRAS";"11346";"190";"13";"35661173";"35768089";"E923485A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 1";"SAO PAULO";;;923497;"EMANOEL ALVES DE ARAUJO ARTISTA PLASTICO";"EE";"PARCIAL";;"RUA PAULINO ALVES ESCUDEIRO";"290";"";"GUACURI";"04475";"350";"11";"26588726";"26588727";"E923497A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 1";"SAO PAULO";;;923503;"DOGIVAL BARROS GOMES PROFESSOR";"EE";"PARCIAL";;"RUA ELISIO MENDES GAIA";"101";"";"JARDIM SAO CARLOS ZONA SUL";"04433";"220";"11";"26588651";"26588652";"E923503A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 2";"SAO PAULO";;;923515;"MIGUEL HIDALGO";"EE";"PARCIAL";;"RUA ANÍBAL THOMAZ GOMES";"121";"";"JARDIM NOVA GUAIANAZES";"08431";"191";"11";"29612041";"29612251";"E923515A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 2";"SAO PAULO";;;923527;"LUCIANE DO ESPIRITO SANTO PROFA";"EE";"PEI";"9H";"RUA FRANCISCO FERNANDES FRAZÃO";"22";"";"LAJEADO";"08452";"180";"11";"29612010";"29616695";"E923527A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 2";"SAO PAULO";;;923539;"AMADOR DOS SANTOS FERNANDES PROF";"EE";"PEI";"9H";"RUA JOÃO MENDES DE CARVALHO";"85";"";"JARDIM ROBRU";"08150";"450";"11";"20358688";"20359515";"E923539A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 2";"SAO PAULO";;;923552;"ZENAIDE AVELINO MAIA PROFESSORA";"EE";"PARCIAL";;"RUA FREDERICK BANTING";"179";"";"JARDIM GERMANIA";"05848";"050";"11";"55120688";"55127499";"E923552A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 2";"SAO PAULO";;;923564;"HEIDI ALVES LAZZARINI";"EE";"PARCIAL";;"RUA QUINTA DA CONRARIA";"299";"";"PARQUE SANTO ANTONIO";"05852";"480";"11";"55151388";"58924886";"E923564A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 2";"SAO PAULO";;;923576;"MARIA DO CARMO CAMPOS FERREIRA DONA";"EE";"PARCIAL";;"RUA GAGLIANO NETTO";"506";"";"JARDIM SORAIA";"05872";"080";"11";"58709838";"";"E923576A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 2";"SAO PAULO";;;923588;"MARIA DE LOURDES VIEIRA";"EE";"PEI";"7H";"RUA PEDROSO DA SILVA";"744";"";"PARQUE PAULISTANO";"08080";"040";"11";"25811888";"25812188";"E923588A@EDUCACAO.SP.GOV.BR ";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"NORTE 1";"SAO PAULO";;;923606;"LUIZ SERGIO CLAUDINO DOS SANTOS DEPUTADO";"EE";"PARCIAL";;"RUA PEDRO ANTÔNIO CONCEIÇÃO";"255";"";"VILA JOAO BATISTA";"02837";"170";"11";"39212503";"39213240";"E923606A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"NORTE 1";"SAO PAULO";;;923618;"EULICE SILVIO MENDONCA DA SILVA PROFESSORA";"EE";"PARCIAL";;"CANTIDIO SAMPAIO DEPUTADO";"5647";"AVENIDA";"VILA SOUZA";"02860";"001";"11";"39718508";"39723456";"E923618A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"NORTE 1";"SAO PAULO";;;923624;"PARQUE ANHANGUERA";"EE";"PARCIAL";;"RUA SÃO MARCOS";"79";"";"PARQUE ANHANGUERA  RESIDENCIAL SOL NASCENTE";"05283";"010";"11";"39420878";"39423113";"E923624A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CAIEIRAS";"FRANCISCO MORATO";;;923631;"APARECIDO ROBERTO TONELLOTTI PROFESSOR";"EE";"PARCIAL";;"ESTRADA ULISSES GUIMARÃES";"1976";"- DE 1001/1002 AO FIM";"VL GUILHERME";"07998";"100";"11";"44880611";"44884777";"E923631A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CAIEIRAS";"FRANCO DA ROCHA";;;923643;"JOCIMARA VIEIRA DA SILVA PROFA";"EE";"PARCIAL";;"AV SAO PAULO";"751";"AVENIDA";"VL BELA";"07846";"000";"11";"44436093";"44493459";"E923643A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CAMPINAS OESTE";"CAMPINAS";;;923655;"EE SAO JUDAS TADEU";"EE";"PARCIAL";;"DOUTOR NIVALDO ALVES BONILHA";"SN";"RUA";"CIDADE SATELITE IRIS";"13059";"648";"19";"32685844";"32685845";" E923655A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 3";"SAO PAULO";;;923667;"EVANDRO CAVALCANTI LINS E SILVA";"EE";"PARCIAL";;"RUA CARMELA TERRANOVA RAIMONDI";"47";"";"JARDIM SANTA BARBARA";"04848";"200";"11";"56618364";"56619738";"E923667A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 3";"SAO PAULO";;;923679;"CLARICE SEIKO IKEDA CHAGAS";"EE";"PEI";"7H";"AVENIDA PAULO COSTA RIBEIRO BASTOS";"1051";"";"JARDIM GUANHEMBU";"04814";"720";"11";"56614515";"56618167";"E923679A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAQUAQUECETUBA";"ITAQUAQUECETUBA";;;923709;"VILA ARIZONA I";"EE";"PEI";"7H";"RUA SEBASTIÃO JOSÉ DE ALMEIDA";"SN";"";"JARDIM ZELIA";"08575";"335";"11";"46471560";"";"E923709A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAQUAQUECETUBA";"ITAQUAQUECETUBA";;;923722;"VILA ERCILIA ALGARVE";"EE";"PEI";"7H";"RUA RIO GRANDE DO SUL";"465";"";"JARDIM DO ALGARVE";"08572";"700";"11";"46473911";"46475896";"E923722A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"MAUA";;;923746;"JARDIM ZAIRA VI";"EE";"PARCIAL";;"AVENIDA ADILSON DIAS DE SOUZA";"321";"";"JARDIM ZAIRA";"09321";"410";"11";"45444141";"45473761";"E923746A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"TABOAO DA SERRA";"EMBU DAS ARTES";;;923758;"JORGE AMADO ESCRITOR";"EE";"PARCIAL";;"ESTRADA SÃO FRANCISCO DE ASSIS";"116";"";"JARDIM SAO MARCOS";"06814";"290";"11";"47824838";"";"E923758A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"GUARULHOS NORTE";"GUARULHOS";;;923761;"CELSO PIVA PROFESSOR";"EE";"PEI";"9H";"RUA NISAL";"87";"";"JARDIM MOREIRA";"07083";"240";"11";"24578531";"24580465";"E923761A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"GUARULHOS NORTE";"GUARULHOS";;;923771;"ZILDA GRACA MARTINS DE OLIVEIRA PROFESSORA";"EE";"PARCIAL";;"RUA MANOEL REIS DA SILVA";"SN";"";"VILA CARMELA";"07178";"450";"11";"24360934";"24365294";"E923771A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"GUARULHOS NORTE";"GUARULHOS";;;923783;"HERNANI FURINI PROFESSOR";"EE";"PARCIAL";;"AVENIDA BOM JESUS";"371";"";"JARDIM SAO JOAO";"07151";"130";"11";"24670357";"24672385";"E923783@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 2";"SAO PAULO";;;923795;"CELIA RIBEIRO LANDIM PROFA";"EE";"PEI";"9H";"RUA LOURENÇO FRANCO DO PRADO";"10";"";"JARDIM NELIA";"08142";"230";"11";"29630806";"29638421";"E923795A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CARAPICUIBA";"CARAPICUIBA";;;923801;"VILA DIRCE II";"EE";"PARCIAL";;"RUA BANDEIRANTES";"22";"";"JARDIM YAYA";"06335";"030";"11";"41888778";"41889665";"E923801A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
